time,open,high,low,close,"SOY1!, BMFBOVESPA: Open","SOY1!, BMFBOVESPA: High","SOY1!, BMFBOVESPA: Low","SOY1!, BMFBOVESPA: Close","SOJ.ROS1!, MATBAROFEX: Open","SOJ.ROS1!, MATBAROFEX: High","SOJ.ROS1!, MATBAROFEX: Low","SOJ.ROS1!, MATBAROFEX: Close","TGSB1!*JPYUSD, TOCOM: Open","TGSB1!*JPYUSD, TOCOM: High","TGSB1!*JPYUSD, TOCOM: Low","TGSB1!*JPYUSD, TOCOM: Close",Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net,MA,Smoothing Line,Volume,Volume MA,OI,Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net
2011-07-14T00:00:00Z,1380,1389.5,1378,1384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620.7355,625.4901,615.636,620.424,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282,NaN,NaN,NaN,NaN,NaN,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282
2011-07-15T00:00:00Z,1384.25,1398.5,1378.25,1387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620.194,624.5638,616.5458,620.687,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282,NaN,NaN,NaN,NaN,NaN,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282
2011-07-18T00:00:00Z,1388.25,1393,1370,1386.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282,NaN,NaN,NaN,NaN,NaN,258221,-327837,-69616,154023,-60125,93898,50930,-75212,-24282
2011-07-19T00:00:00Z,1391,1409.5,1377.25,1382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,621.432,626.8176,618.6844,621.7035999999999,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821,NaN,NaN,NaN,NaN,NaN,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821
2011-07-20T00:00:00Z,1383.5,1394.25,1378.5,1384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,622.0809999999999,627.8195,620.4456,626.0592,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821,NaN,NaN,NaN,NaN,NaN,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821
2011-07-21T00:00:00Z,1384,1392.75,1376.25,1388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.5536,630.5169,619.1072,626.7591,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821,NaN,NaN,NaN,NaN,NaN,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821
2011-07-22T00:00:00Z,1387.75,1397.5,1382.5,1388.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,627.5205,629.004,621.9540000000001,624.49,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821,NaN,NaN,NaN,NaN,NaN,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821
2011-07-25T00:00:00Z,1377.5,1380.5,1358.25,1372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.7887999999999,629.415,621.3513,621.6059,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821,NaN,NaN,NaN,NaN,NaN,240790,-358281,-117491,187409,-54097,133312,55879,-71700,-15821
2011-07-26T00:00:00Z,1373.25,1390,1369.25,1388.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620.9694,625.664,618.5507,623.9196,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371,NaN,NaN,NaN,NaN,NaN,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371
2011-07-27T00:00:00Z,1388.75,1394.5,1374.25,1380.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.7088,631.4712000000001,624.1752,624.942,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371,NaN,NaN,NaN,NaN,NaN,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371
2011-07-28T00:00:00Z,1378.5,1385,1371,1371.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,624.4308,628.7982999999999,621.8747999999999,624.0776,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371,NaN,NaN,NaN,NaN,NaN,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371
2011-07-29T00:00:00Z,1371.5,1377.75,1351.5,1357.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.1802,634.073,621.129,629.53,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371,NaN,NaN,NaN,NaN,NaN,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371
2011-08-01T00:00:00Z,1359,1374,1355.25,1362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,627.9119999999999,634.491,618.1802,624.353,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371,NaN,NaN,NaN,NaN,NaN,234175,-354479,-120304,191559,-55884,135675,58264,-73635,-15371
2011-08-02T00:00:00Z,1364.75,1384.75,1350.75,1379.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,624.996,630.0486,618.8232,620.7201,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672,NaN,NaN,NaN,NaN,NaN,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672
2011-08-03T00:00:00Z,1378.5,1382.25,1364,1373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,619.9479,633.0657,619.3044,626.8136,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672,NaN,NaN,NaN,NaN,NaN,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672
2011-08-04T00:00:00Z,1371,1372.5,1339.25,1345.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,626.296,639.883,603.3573,619.9423999999999,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672,NaN,NaN,NaN,NaN,NaN,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672
2011-08-05T00:00:00Z,1338,1345,1321,1336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,622.5842,630.416,600.6949999999999,606.679,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672,NaN,NaN,NaN,NaN,NaN,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672
2011-08-08T00:00:00Z,1320,1330,1308,1311.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,610.2783000000001,619.113,601.467,603.904,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672,NaN,NaN,NaN,NaN,NaN,235535,-338641,-103106,177002,-58224,118778,51969,-67641,-15672
2011-08-09T00:00:00Z,1306.75,1322.75,1282,1299.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,604.8000000000001,614.427,582.528,594.303,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598,NaN,NaN,NaN,NaN,NaN,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598
2011-08-10T00:00:00Z,1303.75,1318.5,1293.75,1301.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.27,608.13,590.82,599.0843,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598,NaN,NaN,NaN,NaN,NaN,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598
2011-08-11T00:00:00Z,1296.25,1355,1295.25,1331.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,601.5486000000001,608.13,593.8272,600.4368,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598,NaN,NaN,NaN,NaN,NaN,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598
2011-08-12T00:00:00Z,1335,1343.75,1326,1334.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,602.1216,616.2366000000001,598.1039999999999,610.9197,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598,NaN,NaN,NaN,NaN,NaN,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598
2011-08-15T00:00:00Z,1338,1351.75,1338,1351.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,608.8607999999999,619.2312000000001,601.7328,614.5186,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598,NaN,NaN,NaN,NaN,NaN,249407,-319004,-69597,156609,-61414,95195,47060,-72658,-25598
2011-08-16T00:00:00Z,1350.5,1354.5,1341.25,1349.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,615.4265,617.1549,611.0167,613.8701,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168,NaN,NaN,NaN,NaN,NaN,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168
2011-08-17T00:00:00Z,1350,1371,1346.75,1366.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,612.1840000000001,618.096,609.8494000000001,614.3322000000001,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168,NaN,NaN,NaN,NaN,NaN,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168
2011-08-18T00:00:00Z,1366.75,1369,1345,1361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,614.3322000000001,622.1825,613.4215,617.8449,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168,NaN,NaN,NaN,NaN,NaN,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168
2011-08-19T00:00:00Z,1359,1375,1348.5,1368.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,618.2352000000001,622.9872,612.6409,613.3722,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168,NaN,NaN,NaN,NaN,NaN,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168
2011-08-22T00:00:00Z,1375.5,1388.5,1371,1385.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,613.1118,623.7882,608.6016,617.0255999999999,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168,NaN,NaN,NaN,NaN,NaN,243573,-329578,-86005,165401,-57228,108173,49046,-71214,-22168
2011-08-23T00:00:00Z,1388.5,1400,1385.25,1397.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,616.3775999999999,628.4369,615.9888,625.2087,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572,NaN,NaN,NaN,NaN,NaN,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572
2011-08-24T00:00:00Z,1398,1403.25,1388,1393.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.4685,630.1308,620.9525,621.4705,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572,NaN,NaN,NaN,NaN,NaN,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572
2011-08-25T00:00:00Z,1392,1397.75,1384,1392.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.413,627.264,616.3798,620.7522,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572,NaN,NaN,NaN,NaN,NaN,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572
2011-08-26T00:00:00Z,1391,1426,1386.25,1423.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620.7522,632.2512,609.8212,628.1964,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572,NaN,NaN,NaN,NaN,NaN,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572
2011-08-29T00:00:00Z,1421.5,1447.75,1420.25,1447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,626.3778,641.6984,620.3551,638.124,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572,NaN,NaN,NaN,NaN,NaN,223871,-358067,-134196,197756,-50988,146768,58167,-70739,-12572
2011-08-30T00:00:00Z,1450,1458.5,1437,1457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.124,646.23,637.9943000000001,639.3948,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960,NaN,NaN,NaN,NaN,NaN,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960
2011-08-31T00:00:00Z,1455,1465,1447.5,1457.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.3564,647.7213,635.8902,643.9143,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960,NaN,NaN,NaN,NaN,NaN,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960
2011-09-01T00:00:00Z,1455,1457,1432,1434.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.3947,648.5907,640.507,645.0395,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960,NaN,NaN,NaN,NaN,NaN,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960
2011-09-02T00:00:00Z,1440,1452,1435,1445.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.651,648.5699999999999,640.766,646.5545000000001,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960,NaN,NaN,NaN,NaN,NaN,202032,-393756,-191724,246507,-48823,197684,64444,-70404,-5960
2011-09-06T00:00:00Z,1433.5,1434.5,1408.25,1422.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.3705,650.1682,631.7280000000001,633.7824,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193,NaN,NaN,NaN,NaN,NaN,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193
2011-09-07T00:00:00Z,1423,1434.75,1412.5,1420.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,633.654,644.5788,633.654,641.775,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193,NaN,NaN,NaN,NaN,NaN,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193
2011-09-08T00:00:00Z,1420.75,1425.5,1410,1418.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.065,644.0799,636.075,638.645,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193,NaN,NaN,NaN,NaN,NaN,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193
2011-09-09T00:00:00Z,1417,1429,1412.75,1426.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.187,643.1762,633.7824,638.7900000000001,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193,NaN,NaN,NaN,NaN,NaN,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193
2011-09-12T00:00:00Z,1432,1432.25,1388.5,1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.3580000000001,649.3894,636.3504,640.7027999999999,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193,NaN,NaN,NaN,NaN,NaN,214904,-407952,-193048,250942,-51701,199241,64987,-71180,-6193
2011-09-13T00:00:00Z,1397.5,1402,1382,1391.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.6356,643.312,628.0412,630.2764999999999,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298
2011-09-14T00:00:00Z,1393.5,1396.5,1377.25,1382.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,628.9815,633.23,620.305,622.3509,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298
2011-09-15T00:00:00Z,1384.75,1387,1356.5,1358.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.52,626.8218,618.497,618.8864,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298
2011-09-16T00:00:00Z,1358.75,1368.75,1350.25,1355.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,618.497,621.0519,612.1840000000001,612.3137,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298
2011-09-19T00:00:00Z,1356.25,1357.5,1326,1336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298,NaN,NaN,NaN,NaN,NaN,242826,-417088,-174262,237456,-54896,182560,61431,-69729,-8298
2011-09-20T00:00:00Z,1341,1350.25,1335.25,1338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,615.8934,620.5275,602.7533000000001,604.4617,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256
2011-09-21T00:00:00Z,1337,1345.25,1320,1320.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605.7647,612.612,603.2166,603.9978,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256
2011-09-22T00:00:00Z,1319,1319.5,1281,1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603.7374,609.9204,596.1858,601.2824,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256
2011-09-23T00:00:00Z,1286,1289.25,1250,1258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256
2011-09-26T00:00:00Z,1265.25,1267.25,1226,1259.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,595.9254,599.718,557.256,560.068,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256,NaN,NaN,NaN,NaN,NaN,263817,-397476,-133659,194803,-42888,151915,55485,-73741,-18256
2011-09-27T00:00:00Z,1262.25,1278.75,1259,1263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,559.4159999999999,577.1214,556.842,569.5624,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133,NaN,NaN,NaN,NaN,NaN,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133
2011-09-28T00:00:00Z,1260.5,1261.25,1221.25,1223.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,570.7306,578.2455,562.1638,564.5472,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133,NaN,NaN,NaN,NaN,NaN,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133
2011-09-29T00:00:00Z,1222.75,1238,1209.25,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,567.672,569.848,544.0608,550.2816,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133,NaN,NaN,NaN,NaN,NaN,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133
2011-09-30T00:00:00Z,1231,1238.75,1175,1179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,551.5776,560.511,547.7148,555.2142,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133,NaN,NaN,NaN,NaN,NaN,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133
2011-10-03T00:00:00Z,1176.25,1189.75,1162,1177.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,554.914,565.9794,531.3996,537.42,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133,NaN,NaN,NaN,NaN,NaN,278348,-366372,-88024,167037,-46880,120157,49614,-81747,-32133
2011-10-04T00:00:00Z,1174.5,1179,1152,1160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,534.43,538.8742,530.4528,531.6192,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737
2011-10-05T00:00:00Z,1164.5,1174,1161,1163.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,529.4159999999999,531.31,513.0864,522.3019,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737
2011-10-06T00:00:00Z,1165,1182.75,1158.5,1163.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,522.8207,529.5070000000001,522.4316,527.7837,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737
2011-10-07T00:00:00Z,1163.25,1170,1152.25,1158.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,529.4724,537.313,525.8198,528.5456,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737
2011-10-10T00:00:00Z,1158.25,1193,1158.25,1177.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737,NaN,NaN,NaN,NaN,NaN,279658,-352492,-72834,162308,-51737,110571,45997,-83734,-37737
2011-10-11T00:00:00Z,1180,1245.5,1174.5,1235.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,529.0827,541.84,526.7445,537.2664,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333,NaN,NaN,NaN,NaN,NaN,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333
2011-10-12T00:00:00Z,1234,1246.75,1211.5,1239.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,538.9551,557.4599999999999,530.448,550.572,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333,NaN,NaN,NaN,NaN,NaN,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333
2011-10-13T00:00:00Z,1237.75,1258,1230.25,1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,550.83,562.467,550.314,557.0208,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333,NaN,NaN,NaN,NaN,NaN,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333
2011-10-14T00:00:00Z,1258,1275.75,1249,1270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,557.6687999999999,562.3344,548.508,557.925,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333,NaN,NaN,NaN,NaN,NaN,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333
2011-10-17T00:00:00Z,1269,1272,1250,1253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,570.825,575.25,556.893,562.7232,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333,NaN,NaN,NaN,NaN,NaN,286309,-351336,-65027,160031,-57671,102360,44604,-81937,-37333
2011-10-18T00:00:00Z,1260,1260,1233.75,1256.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,567.3888,569.79,547.56,549.5389,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034,NaN,NaN,NaN,NaN,NaN,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034
2011-10-19T00:00:00Z,1256,1264,1230,1231.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,548.2419,553.374,544.3199999999999,548.4671999999999,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034,NaN,NaN,NaN,NaN,NaN,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034
2011-10-20T00:00:00Z,1231,1232.25,1207.5,1230.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,548.0784,553.6338,529.2864,531.1007999999999,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034,NaN,NaN,NaN,NaN,NaN,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034
2011-10-21T00:00:00Z,1230,1250.5,1220.75,1220.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,533.1744,546.9728,531.6192,543.296,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034,NaN,NaN,NaN,NaN,NaN,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034
2011-10-24T00:00:00Z,1220.25,1248,1218,1235.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,543.8184,552.3791,537.1578000000001,550.0418,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034,NaN,NaN,NaN,NaN,NaN,299275,-374835,-75560,172709,-62115,110594,46671,-81705,-35034
2011-10-25T00:00:00Z,1234.25,1244.5,1225.5,1233.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,549.78,554.0095,546.6383999999999,549.9109,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221,NaN,NaN,NaN,NaN,NaN,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221
2011-10-26T00:00:00Z,1232.5,1242,1218.5,1219.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,550.0418,554.1676,544.9938,546.4304,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221,NaN,NaN,NaN,NaN,NaN,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221
2011-10-27T00:00:00Z,1219.5,1252.5,1219.5,1244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,546.0386,558.408,543.1654,550.2267,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221,NaN,NaN,NaN,NaN,NaN,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221
2011-10-28T00:00:00Z,1244,1251,1224,1226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,553.242,559.3,547.998,549.6462,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221,NaN,NaN,NaN,NaN,NaN,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221
2011-10-31T00:00:00Z,1227,1229,1203.5,1217.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,550.3968,564.104,523.7661,543.1062,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221,NaN,NaN,NaN,NaN,NaN,300414,-331512,-31098,124197,-59878,64319,49272,-82493,-33221
2011-11-01T00:00:00Z,1215.75,1223,1190,1202.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,541.4499999999999,542.938,532.8032000000001,535.5994000000001,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384,NaN,NaN,NaN,NaN,NaN,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384
2011-11-02T00:00:00Z,1201.75,1218.5,1196.5,1202.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,533.1845000000001,536.3765999999999,527.465,533.8784,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384,NaN,NaN,NaN,NaN,NaN,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384
2011-11-03T00:00:00Z,1200.75,1231.5,1200.75,1227.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384,NaN,NaN,NaN,NaN,NaN,281083,-302398,-21315,119934,-67235,52699,47477,-78861,-31384
